"Plot Title: 10699194"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10699194, SEN S/N: 10699194)","Temp, °F (LGR S/N: 10699194, SEN S/N: 10699194)","Coupler Detached (LGR S/N: 10699194)","Coupler Attached (LGR S/N: 10699194)","Host Connected (LGR S/N: 10699194)","Stopped (LGR S/N: 10699194)","End Of File (LGR S/N: 10699194)"
1,07/20/17 02:33:01 PM,14.4091,96.555,,,,,
2,07/20/17 02:33:44 PM,,,Logged,,,,
3,07/20/17 02:48:01 PM,15.1389,90.680,,,,,
4,07/20/17 03:03:01 PM,15.1332,90.309,,,,,
5,07/20/17 03:18:01 PM,15.1338,90.495,,,,,
6,07/20/17 03:33:01 PM,15.1299,90.680,,,,,
7,07/20/17 03:48:01 PM,15.1260,90.867,,,,,
8,07/20/17 04:03:01 PM,15.1221,91.053,,,,,
9,07/20/17 04:18:01 PM,15.1203,91.240,,,,,
10,07/20/17 04:33:01 PM,15.1187,91.425,,,,,
11,07/20/17 04:48:01 PM,15.1216,91.612,,,,,
12,07/20/17 05:03:01 PM,15.1199,91.800,,,,,
13,07/20/17 05:18:01 PM,15.1154,91.800,,,,,
14,07/20/17 05:33:01 PM,15.1160,91.987,,,,,
15,07/20/17 05:48:01 PM,15.1115,91.987,,,,,
16,07/20/17 06:03:01 PM,15.1092,91.987,,,,,
17,07/20/17 06:18:01 PM,15.1092,91.987,,,,,
18,07/20/17 06:33:01 PM,15.1092,91.987,,,,,
19,07/20/17 06:48:01 PM,15.1068,91.987,,,,,
20,07/20/17 07:03:01 PM,15.1068,91.987,,,,,
21,07/20/17 07:18:01 PM,15.1063,91.800,,,,,
22,07/20/17 07:33:01 PM,15.1063,91.800,,,,,
23,07/20/17 07:48:01 PM,15.1086,91.800,,,,,
24,07/20/17 08:03:01 PM,15.1102,91.612,,,,,
25,07/20/17 08:18:01 PM,15.1119,91.425,,,,,
26,07/20/17 08:33:01 PM,15.1141,91.425,,,,,
27,07/20/17 08:48:01 PM,15.1135,91.240,,,,,
28,07/20/17 09:03:01 PM,15.1124,90.867,,,,,
29,07/20/17 09:18:01 PM,15.1118,90.680,,,,,
30,07/20/17 09:33:01 PM,15.1134,90.495,,,,,
31,07/20/17 09:48:01 PM,15.1157,90.495,,,,,
32,07/20/17 10:03:01 PM,15.1196,90.309,,,,,
33,07/20/17 10:18:01 PM,15.1167,90.124,,,,,
34,07/20/17 10:33:01 PM,15.1206,89.938,,,,,
35,07/20/17 10:48:01 PM,15.1200,89.755,,,,,
36,07/20/17 11:03:01 PM,15.1200,89.755,,,,,
37,07/20/17 11:18:01 PM,15.1195,89.569,,,,,
38,07/20/17 11:33:01 PM,15.1211,89.384,,,,,
39,07/20/17 11:48:01 PM,15.1160,89.200,,,,,
40,07/21/17 12:03:01 AM,15.1176,89.017,,,,,
41,07/21/17 12:18:01 AM,15.1193,88.833,,,,,
42,07/21/17 12:33:01 AM,15.1170,88.833,,,,,
43,07/21/17 12:48:01 AM,15.1164,88.650,,,,,
44,07/21/17 01:03:01 AM,15.1158,88.466,,,,,
45,07/21/17 01:18:01 AM,15.1153,88.282,,,,,
46,07/21/17 01:33:01 AM,15.1129,88.282,,,,,
47,07/21/17 01:48:01 AM,15.1124,88.099,,,,,
48,07/21/17 02:03:01 AM,15.1073,87.915,,,,,
49,07/21/17 02:18:01 AM,15.1073,87.915,,,,,
50,07/21/17 02:33:01 AM,15.1044,87.733,,,,,
51,07/21/17 02:48:01 AM,15.1044,87.733,,,,,
52,07/21/17 03:03:01 AM,15.1060,87.552,,,,,
53,07/21/17 03:18:01 AM,15.1077,87.368,,,,,
54,07/21/17 03:33:01 AM,15.1100,87.368,,,,,
55,07/21/17 03:48:01 AM,15.1095,87.186,,,,,
56,07/21/17 04:03:01 AM,15.1042,87.004,,,,,
57,07/21/17 04:18:01 AM,15.1066,87.004,,,,,
58,07/21/17 04:33:01 AM,15.1081,86.823,,,,,
59,07/21/17 04:48:01 AM,15.1060,86.823,,,,,
60,07/21/17 05:03:01 AM,15.1031,86.641,,,,,
61,07/21/17 05:18:01 AM,15.1076,86.641,,,,,
62,07/21/17 05:33:01 AM,15.1093,86.459,,,,,
63,07/21/17 05:48:01 AM,15.1093,86.459,,,,,
64,07/21/17 06:03:01 AM,15.1110,86.277,,,,,
65,07/21/17 06:18:01 AM,15.1126,86.097,,,,,
66,07/21/17 06:33:01 AM,15.1126,86.097,,,,,
67,07/21/17 06:48:01 AM,15.1126,86.097,,,,,
68,07/21/17 07:03:01 AM,15.1166,85.915,,,,,
69,07/21/17 07:18:01 AM,15.1166,85.915,,,,,
70,07/21/17 07:33:01 AM,15.1160,85.735,,,,,
71,07/21/17 07:48:01 AM,15.1183,85.735,,,,,
72,07/21/17 08:03:01 AM,15.1206,85.735,,,,,
73,07/21/17 08:18:01 AM,15.1222,85.554,,,,,
74,07/21/17 08:33:01 AM,15.1206,85.735,,,,,
75,07/21/17 08:48:01 AM,15.1177,85.554,,,,,
76,07/21/17 09:03:01 AM,15.1154,85.554,,,,,
77,07/21/17 09:18:01 AM,15.1154,85.554,,,,,
78,07/21/17 09:33:01 AM,15.1160,85.735,,,,,
79,07/21/17 09:48:01 AM,15.1138,85.735,,,,,
80,07/21/17 10:03:01 AM,15.1138,85.735,,,,,
81,07/21/17 10:18:01 AM,15.1160,85.735,,,,,
82,07/21/17 10:33:01 AM,15.1121,85.915,,,,,
83,07/21/17 10:48:01 AM,15.1103,86.097,,,,,
84,07/21/17 11:03:01 AM,15.1116,86.459,,,,,
85,07/21/17 11:18:01 AM,15.1150,86.823,,,,,
86,07/21/17 11:33:01 AM,15.1134,87.004,,,,,
87,07/21/17 11:48:01 AM,15.1095,87.186,,,,,
88,07/21/17 12:03:01 PM,15.1077,87.368,,,,,
89,07/21/17 12:18:01 PM,15.1015,87.552,,,,,
90,07/21/17 12:33:01 PM,15.1044,87.733,,,,,
91,07/21/17 12:48:01 PM,15.1021,87.733,,,,,
92,07/21/17 01:03:01 PM,15.1005,87.915,,,,,
93,07/21/17 01:18:01 PM,15.1010,88.099,,,,,
94,07/21/17 01:33:01 PM,15.0964,88.099,,,,,
95,07/21/17 01:48:01 PM,15.0954,88.466,,,,,
96,07/21/17 02:03:01 PM,15.0944,88.833,,,,,
97,07/21/17 02:18:01 PM,15.0932,89.200,,,,,
98,07/21/17 02:33:01 PM,15.0910,89.200,,,,,
99,07/21/17 02:48:01 PM,15.0831,89.569,,,,,
100,07/21/17 03:03:01 PM,15.0836,89.755,,,,,
101,07/21/17 03:18:01 PM,15.0820,89.938,,,,,
102,07/21/17 03:33:01 PM,15.0758,90.124,,,,,
103,07/21/17 03:48:01 PM,15.0748,90.495,,,,,
104,07/21/17 04:03:01 PM,15.0730,90.680,,,,,
105,07/21/17 04:18:01 PM,15.0715,90.867,,,,,
106,07/21/17 04:33:01 PM,15.0744,91.053,,,,,
107,07/21/17 04:48:01 PM,15.0720,91.053,,,,,
108,07/21/17 05:03:01 PM,15.0693,91.612,,,,,
109,07/21/17 05:18:01 PM,15.0716,91.612,,,,,
110,07/21/17 05:33:01 PM,15.0654,91.800,,,,,
111,07/21/17 05:48:01 PM,15.0609,91.800,,,,,
112,07/21/17 06:03:01 PM,15.0614,91.987,,,,,
113,07/21/17 06:18:01 PM,15.0591,91.987,,,,,
114,07/21/17 06:33:01 PM,15.0591,91.987,,,,,
115,07/21/17 06:48:01 PM,15.0569,91.987,,,,,
116,07/21/17 07:03:01 PM,15.0585,91.800,,,,,
117,07/21/17 07:18:01 PM,15.0517,91.800,,,,,
118,07/21/17 07:33:01 PM,15.0540,91.800,,,,,
119,07/21/17 07:48:01 PM,15.0556,91.612,,,,,
120,07/21/17 08:03:01 PM,15.0556,91.612,,,,,
121,07/21/17 08:18:01 PM,15.0527,91.425,,,,,
122,07/21/17 08:33:01 PM,15.0568,91.240,,,,,
123,07/21/17 08:48:01 PM,15.0636,91.240,,,,,
124,07/21/17 09:03:01 PM,15.0607,91.053,,,,,
125,07/21/17 09:18:01 PM,15.0600,90.867,,,,,
126,07/21/17 09:33:01 PM,15.0662,90.680,,,,,
127,07/21/17 09:48:01 PM,15.0656,90.495,,,,,
128,07/21/17 10:03:01 PM,15.0651,90.309,,,,,
129,07/21/17 10:18:01 PM,15.0667,90.124,,,,,
130,07/21/17 10:33:01 PM,15.0684,89.938,,,,,
131,07/21/17 10:48:01 PM,15.0700,89.755,,,,,
132,07/21/17 11:03:01 PM,15.0700,89.755,,,,,
133,07/21/17 11:18:01 PM,15.0694,89.569,,,,,
134,07/21/17 11:33:01 PM,15.0733,89.384,,,,,
135,07/21/17 11:48:01 PM,15.0728,89.200,,,,,
136,07/22/17 12:03:01 AM,15.0722,89.017,,,,,
137,07/22/17 12:18:01 AM,15.0745,89.017,,,,,
138,07/22/17 12:33:01 AM,15.0739,88.833,,,,,
139,07/22/17 12:48:01 AM,15.0733,88.650,,,,,
140,07/22/17 01:03:01 AM,15.0681,88.466,,,,,
141,07/22/17 01:18:01 AM,15.0720,88.282,,,,,
142,07/22/17 01:33:01 AM,15.0720,88.282,,,,,
143,07/22/17 01:48:01 AM,15.0693,88.099,,,,,
144,07/22/17 02:03:01 AM,15.0686,87.915,,,,,
145,07/22/17 02:18:01 AM,15.0664,87.915,,,,,
146,07/22/17 02:33:01 AM,15.0635,87.733,,,,,
147,07/22/17 02:48:01 AM,15.0590,87.733,,,,,
148,07/22/17 03:03:01 AM,15.0606,87.552,,,,,
149,07/22/17 03:18:01 AM,15.0538,87.552,,,,,
150,07/22/17 03:33:01 AM,15.0578,87.368,,,,,
151,07/22/17 03:48:01 AM,15.0549,87.186,,,,,
152,07/22/17 04:03:01 AM,15.0526,87.186,,,,,
153,07/22/17 04:18:01 AM,15.0520,87.004,,,,,
154,07/22/17 04:33:01 AM,15.0520,87.004,,,,,
155,07/22/17 04:48:01 AM,15.0538,86.823,,,,,
156,07/22/17 05:03:01 AM,15.0538,86.823,,,,,
157,07/22/17 05:18:01 AM,15.0532,86.641,,,,,
158,07/22/17 05:33:01 AM,15.0548,86.459,,,,,
159,07/22/17 05:48:01 AM,15.0571,86.459,,,,,
160,07/22/17 06:03:01 AM,15.0587,86.277,,,,,
161,07/22/17 06:18:01 AM,15.0587,86.277,,,,,
162,07/22/17 06:33:01 AM,15.0581,86.097,,,,,
163,07/22/17 06:48:01 AM,15.0627,86.097,,,,,
164,07/22/17 07:03:01 AM,15.0643,85.915,,,,,
165,07/22/17 07:18:01 AM,15.0638,85.735,,,,,
166,07/22/17 07:33:01 AM,15.0661,85.735,,,,,
167,07/22/17 07:48:01 AM,15.0661,85.735,,,,,
168,07/22/17 08:03:01 AM,15.0678,85.554,,,,,
169,07/22/17 08:18:01 AM,15.0700,85.554,,,,,
170,07/22/17 08:33:01 AM,15.0700,85.554,,,,,
171,07/22/17 08:48:01 AM,15.0723,85.554,,,,,
172,07/22/17 09:03:01 AM,15.0678,85.554,,,,,
173,07/22/17 09:18:01 AM,15.0700,85.554,,,,,
174,07/22/17 09:33:01 AM,15.0678,85.554,,,,,
175,07/22/17 09:48:01 AM,15.0678,85.554,,,,,
176,07/22/17 10:03:01 AM,15.0678,85.554,,,,,
177,07/22/17 10:18:01 AM,15.0678,85.554,,,,,
178,07/22/17 10:33:01 AM,15.0616,85.735,,,,,
179,07/22/17 10:48:01 AM,15.0649,86.097,,,,,
180,07/22/17 11:03:01 AM,15.0661,86.459,,,,,
181,07/22/17 11:18:01 AM,15.0622,86.641,,,,,
182,07/22/17 11:33:01 AM,15.0606,86.823,,,,,
183,07/22/17 11:48:01 AM,15.0617,87.186,,,,,
184,07/22/17 12:03:01 PM,15.0578,87.368,,,,,
185,07/22/17 12:18:01 PM,15.0584,87.552,,,,,
186,07/22/17 12:33:01 PM,15.0590,87.733,,,,,
187,07/22/17 12:48:01 PM,15.0533,88.099,,,,,
188,07/22/17 01:03:01 PM,15.0545,88.466,,,,,
189,07/22/17 01:18:01 PM,15.0488,88.833,,,,,
190,07/22/17 01:33:01 PM,15.0472,89.017,,,,,
191,07/22/17 01:48:01 PM,15.0455,89.200,,,,,
192,07/22/17 02:03:01 PM,15.0433,89.200,,,,,
193,07/22/17 02:18:01 PM,15.0365,89.200,,,,,
194,07/22/17 02:33:01 PM,15.0348,89.384,,,,,
195,07/22/17 02:48:01 PM,15.0320,89.938,,,,,
196,07/22/17 03:03:01 PM,15.0320,89.938,,,,,
197,07/22/17 03:18:01 PM,15.0310,90.309,,,,,
198,07/22/17 03:33:01 PM,15.0292,90.495,,,,,
199,07/22/17 03:48:01 PM,15.0261,90.867,,,,,
200,07/22/17 04:03:01 PM,15.0243,91.053,,,,,
201,07/22/17 04:18:01 PM,15.0243,91.053,,,,,
202,07/22/17 04:33:01 PM,15.0194,91.612,,,,,
203,07/22/17 04:48:01 PM,15.0200,91.800,,,,,
204,07/22/17 05:03:01 PM,15.0121,92.174,,,,,
205,07/22/17 05:18:01 PM,15.0150,92.363,,,,,
206,07/22/17 05:33:01 PM,15.0111,92.550,,,,,
207,07/22/17 05:48:01 PM,15.0088,92.550,,,,,
208,07/22/17 06:03:01 PM,15.0088,92.550,,,,,
209,07/22/17 06:18:01 PM,15.0088,92.550,,,,,
210,07/22/17 06:33:01 PM,15.0071,92.737,,,,,
211,07/22/17 06:48:01 PM,15.0065,92.550,,,,,
212,07/22/17 07:03:01 PM,15.0071,92.737,,,,,
213,07/22/17 07:18:01 PM,15.0065,92.550,,,,,
214,07/22/17 07:33:01 PM,15.0043,92.550,,,,,
215,07/22/17 07:48:01 PM,15.0082,92.363,,,,,
216,07/22/17 08:03:01 PM,15.0098,92.174,,,,,
217,07/22/17 08:18:01 PM,15.0121,92.174,,,,,
218,07/22/17 08:33:01 PM,15.0092,91.987,,,,,
219,07/22/17 08:48:01 PM,15.0137,91.987,,,,,
220,07/22/17 09:03:01 PM,15.0155,91.800,,,,,
221,07/22/17 09:18:01 PM,15.0194,91.612,,,,,
222,07/22/17 09:33:01 PM,15.0181,91.240,,,,,
223,07/22/17 09:48:01 PM,15.0243,91.053,,,,,
224,07/22/17 10:03:01 PM,15.0282,90.867,,,,,
225,07/22/17 10:18:01 PM,15.0300,90.680,,,,,
226,07/22/17 10:33:01 PM,15.0316,90.495,,,,,
227,07/22/17 10:48:01 PM,15.0333,90.309,,,,,
228,07/22/17 11:03:01 PM,15.0287,90.309,,,,,
229,07/22/17 11:18:01 PM,15.0275,89.938,,,,,
230,07/22/17 11:33:01 PM,15.0269,89.755,,,,,
231,07/22/17 11:48:01 PM,15.0240,89.569,,,,,
232,07/23/17 12:03:01 AM,15.0263,89.569,,,,,
233,07/23/17 12:18:01 AM,15.0258,89.384,,,,,
234,07/23/17 12:33:01 AM,15.0205,89.200,,,,,
235,07/23/17 12:48:01 AM,15.0245,89.017,,,,,
236,07/23/17 01:03:01 AM,15.0176,89.017,,,,,
237,07/23/17 01:18:01 AM,15.0194,88.833,,,,,
238,07/23/17 01:33:01 AM,15.0188,88.650,,,,,
239,07/23/17 01:48:01 AM,15.0182,88.466,,,,,
240,07/23/17 02:03:01 AM,15.0176,88.282,,,,,
241,07/23/17 02:18:01 AM,15.0130,88.282,,,,,
242,07/23/17 02:33:01 AM,15.0079,88.099,,,,,
243,07/23/17 02:48:01 AM,15.0124,88.099,,,,,
244,07/23/17 03:03:01 AM,15.0095,87.915,,,,,
245,07/23/17 03:18:01 AM,15.0118,87.915,,,,,
246,07/23/17 03:33:01 AM,15.0136,87.733,,,,,
247,07/23/17 03:48:01 AM,15.0107,87.552,,,,,
248,07/23/17 04:03:01 AM,15.0130,87.552,,,,,
249,07/23/17 04:18:01 AM,15.0123,87.368,,,,,
250,07/23/17 04:33:01 AM,15.0123,87.368,,,,,
251,07/23/17 04:48:01 AM,15.0140,87.186,,,,,
252,07/23/17 05:03:01 AM,15.0111,87.004,,,,,
253,07/23/17 05:18:01 AM,15.0134,87.004,,,,,
254,07/23/17 05:33:01 AM,15.0174,86.823,,,,,
255,07/23/17 05:48:01 AM,15.0197,86.823,,,,,
256,07/23/17 06:03:01 AM,15.0236,86.641,,,,,
257,07/23/17 06:18:01 AM,15.0207,86.459,,,,,
258,07/23/17 06:33:01 AM,15.0185,86.459,,,,,
259,07/23/17 06:48:01 AM,15.0224,86.277,,,,,
260,07/23/17 07:03:01 AM,15.0247,86.277,,,,,
261,07/23/17 07:18:01 AM,15.0242,86.097,,,,,
262,07/23/17 07:33:01 AM,15.0242,86.097,,,,,
263,07/23/17 07:48:01 AM,15.0281,85.915,,,,,
264,07/23/17 08:03:01 AM,15.0326,85.915,,,,,
265,07/23/17 08:18:01 AM,15.0349,85.915,,,,,
266,07/23/17 08:33:01 AM,15.0394,85.915,,,,,
267,07/23/17 08:48:01 AM,15.0394,85.915,,,,,
268,07/23/17 09:03:01 AM,15.0394,85.915,,,,,
269,07/23/17 09:18:01 AM,15.0366,85.735,,,,,
270,07/23/17 09:33:01 AM,15.0320,85.735,,,,,
271,07/23/17 09:48:01 AM,15.0298,85.735,,,,,
272,07/23/17 10:03:01 AM,15.0258,85.915,,,,,
273,07/23/17 10:18:01 AM,15.0236,85.915,,,,,
274,07/23/17 10:33:01 AM,15.0213,85.915,,,,,
275,07/23/17 10:48:01 AM,15.0242,86.097,,,,,
276,07/23/17 11:03:01 AM,15.0224,86.277,,,,,
277,07/23/17 11:18:01 AM,15.0230,86.459,,,,,
278,07/23/17 11:33:01 AM,15.0207,86.459,,,,,
279,07/23/17 11:48:01 AM,15.0191,86.641,,,,,
280,07/23/17 12:03:01 PM,15.0168,86.641,,,,,
281,07/23/17 12:18:01 PM,15.0197,86.823,,,,,
282,07/23/17 12:33:01 PM,15.0105,86.823,,,,,
283,07/23/17 12:48:01 PM,15.0140,87.186,,,,,
284,07/23/17 01:03:01 PM,15.0078,87.368,,,,,
285,07/23/17 01:18:01 PM,15.0084,87.552,,,,,
286,07/23/17 01:33:01 PM,15.0068,87.733,,,,,
287,07/23/17 01:48:01 PM,15.0050,87.915,,,,,
288,07/23/17 02:03:01 PM,15.0034,88.099,,,,,
289,07/23/17 02:18:01 PM,14.9994,88.282,,,,,
290,07/23/17 02:33:01 PM,14.9966,88.833,,,,,
291,07/23/17 02:48:01 PM,14.9904,89.017,,,,,
292,07/23/17 03:03:01 PM,14.9859,89.017,,,,,
293,07/23/17 03:18:01 PM,14.9814,89.017,,,,,
294,07/23/17 03:33:01 PM,14.9825,89.384,,,,,
295,07/23/17 03:48:01 PM,14.9780,89.384,,,,,
296,07/23/17 04:03:01 PM,14.9792,89.755,,,,,
297,07/23/17 04:18:01 PM,14.9736,90.124,,,,,
298,07/23/17 04:33:01 PM,14.9669,90.867,,,,,
299,07/23/17 04:48:01 PM,14.9596,91.425,,,,,
300,07/23/17 05:03:01 PM,14.9648,91.612,,,,,
301,07/23/17 05:18:01 PM,14.9575,91.425,,,,,
302,07/23/17 05:33:01 PM,14.9541,91.800,,,,,
303,07/23/17 05:48:01 PM,14.9605,92.363,,,,,
304,07/23/17 06:03:01 PM,14.9776,92.737,,,,,
305,07/23/17 06:18:01 PM,14.9860,92.550,,,,,
306,07/23/17 06:33:01 PM,15.0301,91.425,,,,,
307,07/23/17 06:48:01 PM,15.0684,89.938,,,,,
308,07/23/17 07:03:01 PM,15.0831,89.569,,,,,
309,07/23/17 07:18:01 PM,15.0944,89.569,,,,,
310,07/23/17 07:33:01 PM,15.1318,89.200,,,,,
311,07/23/17 07:48:01 PM,15.1437,88.650,,,,,
312,07/23/17 08:03:01 PM,15.1521,88.466,,,,,
313,07/23/17 08:18:01 PM,15.1533,88.099,,,,,
314,07/23/17 08:33:01 PM,15.1479,86.459,,,,,
315,07/23/17 08:48:01 PM,15.1580,85.374,,,,,
316,07/23/17 09:03:01 PM,15.1665,84.474,,,,,
317,07/23/17 09:18:01 PM,15.1738,83.935,,,,,
318,07/23/17 09:33:01 PM,15.1721,83.399,,,,,
319,07/23/17 09:48:01 PM,15.1754,83.043,,,,,
320,07/23/17 10:03:01 PM,15.1743,82.686,,,,,
321,07/23/17 10:18:01 PM,15.1692,82.508,,,,,
322,07/23/17 10:33:01 PM,15.1704,82.152,,,,,
323,07/23/17 10:48:01 PM,15.1873,81.797,,,,,
324,07/23/17 11:03:01 PM,15.2094,81.621,,,,,
325,07/23/17 11:18:01 PM,15.2577,81.797,,,,,
326,07/23/17 11:33:01 PM,15.3372,82.508,,,,,
327,07/23/17 11:48:01 PM,15.4249,84.295,,,,,
328,07/24/17 12:03:01 AM,15.5176,85.554,,,,,
329,07/24/17 12:18:01 AM,15.6258,85.915,,,,,
330,07/24/17 12:33:01 AM,15.7624,85.915,,,,,
331,07/24/17 12:48:01 AM,15.9217,85.194,,,,,
332,07/24/17 01:03:01 AM,16.0845,82.152,,,,,
333,07/24/17 01:18:01 AM,16.2187,80.029,,,,,
334,07/24/17 01:33:01 AM,16.3136,81.090,,,,,
335,07/24/17 01:48:01 AM,16.3806,82.686,,,,,
336,07/24/17 02:03:01 AM,16.4202,83.579,,,,,
337,07/24/17 02:18:01 AM,16.4458,83.757,,,,,
338,07/24/17 02:33:01 AM,16.4474,83.579,,,,,
339,07/24/17 02:48:01 AM,16.4348,83.221,,,,,
340,07/24/17 03:03:01 AM,16.4177,82.864,,,,,
341,07/24/17 03:18:01 AM,16.3936,82.508,,,,,
342,07/24/17 03:33:01 AM,16.3695,82.152,,,,,
343,07/24/17 03:48:01 AM,16.3394,81.975,,,,,
344,07/24/17 04:03:01 AM,16.3114,81.797,,,,,
345,07/24/17 04:18:01 AM,16.2698,81.621,,,,,
346,07/24/17 04:33:01 AM,16.2418,81.442,,,,,
347,07/24/17 04:48:01 AM,16.2143,81.442,,,,,
348,07/24/17 05:03:01 AM,16.1824,81.442,,,,,
349,07/24/17 05:18:01 AM,16.1573,81.442,,,,,
350,07/24/17 05:33:01 AM,16.1301,81.442,,,,,
351,07/24/17 05:48:01 AM,16.1027,81.442,,,,,
352,07/24/17 06:03:01 AM,16.0754,81.442,,,,,
353,07/24/17 06:18:01 AM,16.0480,81.442,,,,,
354,07/24/17 06:33:01 AM,16.0252,81.442,,,,,
355,07/24/17 06:48:01 AM,16.0001,81.442,,,,,
356,07/24/17 07:03:01 AM,15.9774,81.442,,,,,
357,07/24/17 07:18:01 AM,15.9569,81.442,,,,,
358,07/24/17 07:33:01 AM,15.9365,81.442,,,,,
359,07/24/17 07:48:01 AM,15.9143,81.621,,,,,
360,07/24/17 08:03:01 AM,15.9006,81.621,,,,,
361,07/24/17 08:18:01 AM,15.8800,81.621,,,,,
362,07/24/17 08:33:01 AM,15.8664,81.621,,,,,
363,07/24/17 08:48:01 AM,15.8483,81.621,,,,,
364,07/24/17 09:03:01 AM,15.8300,81.621,,,,,
365,07/24/17 09:18:01 AM,15.8140,81.621,,,,,
366,07/24/17 09:33:01 AM,15.8004,81.621,,,,,
367,07/24/17 09:48:01 AM,15.7874,81.797,,,,,
368,07/24/17 10:03:01 AM,15.7737,81.797,,,,,
369,07/24/17 10:18:01 AM,15.7578,81.797,,,,,
370,07/24/17 10:33:01 AM,15.7470,81.975,,,,,
371,07/24/17 10:48:01 AM,15.7379,81.975,,,,,
372,07/24/17 11:03:01 AM,15.7248,82.152,,,,,
373,07/24/17 11:18:01 AM,15.7140,82.330,,,,,
374,07/24/17 11:33:01 AM,15.7050,82.330,,,,,
375,07/24/17 11:48:01 AM,15.6896,82.508,,,,,
376,07/24/17 12:03:01 PM,15.6810,82.686,,,,,
377,07/24/17 12:18:01 PM,15.6680,82.864,,,,,
378,07/24/17 12:33:01 PM,15.6589,82.864,,,,,
379,07/24/17 12:48:01 PM,15.6458,83.043,,,,,
380,07/24/17 01:03:01 PM,15.6368,83.043,,,,,
381,07/24/17 01:18:01 PM,15.6259,83.221,,,,,
382,07/24/17 01:33:01 PM,15.6175,83.399,,,,,
383,07/24/17 01:48:01 PM,15.6095,83.757,,,,,
384,07/24/17 02:03:01 PM,15.5988,83.935,,,,,
385,07/24/17 02:18:01 PM,15.5926,84.115,,,,,
386,07/24/17 02:33:01 PM,15.5811,84.115,,,,,
387,07/24/17 02:48:01 PM,15.5778,84.474,,,,,
388,07/24/17 03:03:01 PM,15.5710,84.474,,,,,
389,07/24/17 03:18:01 PM,15.5602,84.654,,,,,
390,07/24/17 03:33:01 PM,15.5562,84.834,,,,,
391,07/24/17 03:48:01 PM,15.5499,85.014,,,,,
392,07/24/17 04:03:01 PM,15.5392,85.194,,,,,
393,07/24/17 04:18:01 PM,15.5301,85.194,,,,,
394,07/24/17 04:33:01 PM,15.5261,85.374,,,,,
395,07/24/17 04:48:01 PM,15.5216,85.374,,,,,
396,07/24/17 05:03:01 PM,15.5170,85.374,,,,,
397,07/24/17 05:18:01 PM,15.5131,85.554,,,,,
398,07/24/17 05:33:01 PM,15.5040,85.554,,,,,
399,07/24/17 05:48:01 PM,15.5063,85.554,,,,,
400,07/24/17 06:03:01 PM,15.5018,85.554,,,,,
401,07/24/17 06:18:01 PM,15.4950,85.554,,,,,
402,07/24/17 06:33:01 PM,15.4926,85.554,,,,,
403,07/24/17 06:48:01 PM,15.4881,85.554,,,,,
404,07/24/17 07:03:01 PM,15.4835,85.554,,,,,
405,07/24/17 07:18:01 PM,15.4767,85.554,,,,,
406,07/24/17 07:33:01 PM,15.4761,85.374,,,,,
407,07/24/17 07:48:01 PM,15.4738,85.374,,,,,
408,07/24/17 08:03:01 PM,15.4693,85.374,,,,,
409,07/24/17 08:18:01 PM,15.4648,85.374,,,,,
410,07/24/17 08:33:01 PM,15.4619,85.194,,,,,
411,07/24/17 08:48:01 PM,15.4596,85.194,,,,,
412,07/24/17 09:03:01 PM,15.4596,85.194,,,,,
413,07/24/17 09:18:01 PM,15.4568,85.014,,,,,
414,07/24/17 09:33:01 PM,15.4568,85.014,,,,,
415,07/24/17 09:48:01 PM,15.4539,84.834,,,,,
416,07/24/17 10:03:01 PM,15.4516,84.834,,,,,
417,07/24/17 10:18:01 PM,15.4510,84.654,,,,,
418,07/24/17 10:33:01 PM,15.4465,84.654,,,,,
419,07/24/17 10:48:01 PM,15.4459,84.474,,,,,
420,07/24/17 11:03:01 PM,15.4436,84.474,,,,,
421,07/24/17 11:18:01 PM,15.4454,84.295,,,,,
422,07/24/17 11:33:01 PM,15.4454,84.295,,,,,
423,07/24/17 11:48:01 PM,15.4430,84.295,,,,,
424,07/25/17 12:03:01 AM,15.4401,84.115,,,,,
425,07/25/17 12:18:01 AM,15.4380,84.115,,,,,
426,07/25/17 12:33:01 AM,15.4372,83.935,,,,,
427,07/25/17 12:48:01 AM,15.4327,83.935,,,,,
428,07/25/17 01:03:01 AM,15.4304,83.935,,,,,
429,07/25/17 01:18:01 AM,15.4253,83.757,,,,,
430,07/25/17 01:33:01 AM,15.4253,83.757,,,,,
431,07/25/17 01:48:01 AM,15.4224,83.579,,,,,
432,07/25/17 02:03:01 AM,15.4156,83.579,,,,,
433,07/25/17 02:18:01 AM,15.4111,83.579,,,,,
434,07/25/17 02:33:01 AM,15.4105,83.399,,,,,
435,07/25/17 02:48:01 AM,15.4082,83.399,,,,,
436,07/25/17 03:03:01 AM,15.4082,83.399,,,,,
437,07/25/17 03:18:01 AM,15.4032,83.221,,,,,
438,07/25/17 03:33:01 AM,15.4055,83.221,,,,,
439,07/25/17 03:48:01 AM,15.4026,83.043,,,,,
440,07/25/17 04:03:01 AM,15.3981,83.043,,,,,
441,07/25/17 04:18:01 AM,15.4003,83.043,,,,,
442,07/25/17 04:33:01 AM,15.3975,82.864,,,,,
443,07/25/17 04:48:01 AM,15.3952,82.864,,,,,
444,07/25/17 05:03:01 AM,15.3923,82.686,,,,,
445,07/25/17 05:18:01 AM,15.3946,82.686,,,,,
