 ,Label,Mean,Min,Max,Length.cm,Family
43,FEn17w12D10.3.tif,103.43,77.348,158.568,0.196,Eph.Heptageniidae
44,FEn17w12D10.3.tif,102.411,73.401,165.165,0.212,Eph.Heptageniidae
45,FEn17w12D10.3.tif,77.957,55.755,105.707,0.164,Eph.Heptageniidae
46,FEn17w12D10.3.tif,106.421,60.727,142.371,0.299,Eph.Heptageniidae
47,FEn17w12D10.3.tif,114.879,78.463,165.945,0.226,Eph.Heptageniidae
48,FEn17w12D10.3.tif,72.091,41.49,106.542,0.363,Eph.Heptageniidae
49,FEn17w12D10.3.tif,68.206,34.31,98.667,0.433,Eph.Heptageniidae
50,FEn17w12D10.3.tif,87.286,66.179,112.198,0.61,Eph.Heptageniidae
51,FEn17w12D10.3.tif,107.093,54.31,251.108,0.257,Eph.Heptageniidae
52,FEn17w12D10.3.tif,111.72,82.944,138.238,0.262,Eph.Heptageniidae
53,FEn17w12D10.3.tif,88.32,63.817,158,0.17,Eph.Heptageniidae
54,FEn17w12D10.4.tif,106.487,81.397,133.176,0.324,Eph.Heptageniidae
55,FEn17w12D10.4.tif,97.734,67.022,168.055,0.165,Eph.Heptageniidae
56,FEn17w12D10.4.tif,107.194,83.18,140.898,0.35,Eph.Heptageniidae
57,FEn17w12D10.4.tif,143.868,115,163,0.137,Eph.Heptageniidae
58,FEn17w12D10.4.tif,113.897,100.145,152,0.119,Eph.Heptageniidae
59,FEn17w12D10.4.tif,113.657,104.984,121.405,0.088,Eph.Heptageniidae
60,FEn17w12D10.4.tif,103.73,73.828,149.925,0.238,Eph.Heptageniidae
61,FEn17w12D10.4.tif,119.652,87.391,175.879,0.331,Eph.Heptageniidae
62,FEn17w12D10.4.tif,103.817,71.067,158.758,0.38,Eph.Heptageniidae
63,FEn17w12D10.4.tif,107.948,74.437,185,0.324,Eph.Heptageniidae
64,FEn17w12D10.4.tif,96.232,67.667,237.667,0.816,Eph.Heptageniidae
65,FEn17w12D10.4.tif,141.471,86.853,172.692,0.708,Eph.Heptageniidae
66,FEn17w12D10.4.tif,110.419,76.524,198.368,0.182,Eph.Heptageniidae
67,FEn17w12D10.4.tif,126.006,87.853,151.61,0.228,Eph.Heptageniidae
68,FEn17w12D10.4.tif,114.855,82.713,129.747,0.261,Eph.Heptageniidae
69,FEn17w12D10.4.tif,107.066,87.637,200.667,0.172,Eph.Heptageniidae
70,FEn17w12D10.5.tif,109.889,85.933,129.596,0.262,Eph.Heptageniidae
71,FEn17w12D10.5.tif,148.957,119.136,188.457,0.129,Eph.Heptageniidae
72,FEn17w12D10.5.tif,134.657,108.453,215.36,0.193,Eph.Heptageniidae
73,FEn17w12D10.5.tif,138.601,96.888,164.862,0.246,Eph.Heptageniidae
74,FEn17w12D10.5.tif,147.199,98.087,168.888,0.237,Eph.Heptageniidae
75,FEn17w12D10.5.tif,129.78,84.069,167.354,0.256,Eph.Heptageniidae
76,FEn17w12D10.5.tif,157.725,120.467,177.631,0.137,Eph.Heptageniidae
77,FEn17w12D10.5.tif,161.254,108.682,208.924,0.15,Eph.Heptageniidae
78,FEn17w12D10.5.tif,128.01,104.076,146.631,0.217,Eph.Heptageniidae
79,FEn17w12D10.5.tif,105.492,76.286,139.123,0.221,Eph.Heptageniidae
80,FEn17w12D10.5.tif,111.28,74.889,139.065,0.263,Eph.Heptageniidae
81,FEn17w12D10.5.tif,122.554,95.086,160.349,0.211,Eph.Heptageniidae
82,FEn17w12D10.5.tif,110.798,72.207,144.864,0.179,Eph.Heptageniidae
83,FEn17w12D10.5.tif,147.749,120.487,214.025,0.171,Eph.Heptageniidae
84,FEn17w12D10.5.tif,147.795,114.667,197.024,0.189,Eph.Heptageniidae
85,FEn17w12D10.5.tif,121.116,67.921,239.888,0.306,Eph.Heptageniidae
86,FEn17w12D10.5.tif,123.268,94.804,155.385,0.23,Eph.Heptageniidae
87,FEn17w12D10.5.tif,155.211,105.483,200.499,0.188,Eph.Heptageniidae
88,FEn17w12D10.5.tif,117.55,94.152,147.24,0.192,Eph.Heptageniidae
1,FEn17w12D10.6.tif,164.172,126.804,188.787,0.226,Eph.Trcorythidae
2,FEn17w12D10.6.tif,179.356,157.083,208.547,0.21,Eph.Trcorythidae
3,FEn17w12D10.6.tif,167.857,133.649,196.862,0.186,Eph.Trcorythidae
4,FEn17w12D10.6.tif,162.387,127.283,239.667,0.136,Eph.Trcorythidae
5,FEn17w12D10.6.tif,167.46,103.095,211.667,0.27,Eph.Trcorythidae
6,FEn17w12D10.6.tif,156.587,124.804,185.4,0.139,Eph.Trcorythidae
7,FEn17w12D10.6.tif,169.591,118.595,237.933,0.161,Eph.Trcorythidae
8,FEn17w12D10.6.tif,192.673,154.787,220.062,0.085,Eph.Trcorythidae
9,FEn17w12D10.6.tif,154.321,118.899,187.595,0.122,Eph.Trcorythidae
10,FEn17w12D10.6.tif,149.963,123.436,179.068,0.169,Eph.Leptophlebiidae
11,FEn17w12D10.6.tif,133.87,92.413,167.711,0.167,Eph.Leptophlebiidae
12,FEn17w12D10.6.tif,144.314,105.164,192.58,0.151,Eph.Heptageniidae
1,FEn17w12D10.6.tif,98.729,55.436,164.615,0.613,Col.Psephenidae
2,FEn17w12D10.6.tif,114.677,74.299,191.74,0.542,Col.ElmL
3,FEn17w12D10.6.tif,115.669,96.885,217.214,0.28,FLAT WORMS
4,FEn17w12D10.6.tif,124.57,108.745,155.08,0.133,Gas.Ancylidae
1,FEn17w12D10.8.tif,97.957,70.944,171.502,0.621,Od.Damselflies
2,FEn17w12D10.8.tif,66.528,49.404,87.169,0.762,Od.Damselflies
3,FEn17w12D10.8.tif,139.122,98.288,170.667,0.136,Tri.Polycentropidae
1,FEn17w12D10.9.tif,114.397,54.726,144.8,0.184,Dip.ChironomidaeL
2,FEn17w12D10.9.tif,159.138,117.236,221.048,0.467,Dip.ChironomidaeL
3,FEn17w12D10.9.tif,171.395,111.146,202.552,0.2,Dip.ChironomidaeL
4,FEn17w12D10.9.tif,101.122,68.718,139.883,0.302,Dip.ChironomidaeL
5,FEn17w12D10.9.tif,121.858,80.779,172.997,0.484,Dip.ChironomidaeL
6,FEn17w12D10.9.tif,131.736,95.847,207.22,0.364,Dip.ChironomidaeL
7,FEn17w12D10.9.tif,121.067,81.969,207.171,0.373,Dip.ChironomidaeL
8,FEn17w12D10.9.tif,185.003,119.06,234.013,0.187,Dip.ChironomidaeL
9,FEn17w12D10.9.tif,155.858,113.055,221.991,0.197,Dip.ChironomidaeL
10,FEn17w12D10.9.tif,170.796,101.52,242.947,0.346,Dip.ChironomidaeL
11,FEn17w12D10.9.tif,151.474,108.44,198.998,0.276,Dip.ChironomidaeL
12,FEn17w12D10.9.tif,152.947,110.26,203.17,0.276,Dip.ChironomidaeL
13,FEn17w12D10.9.tif,164.803,118.759,195.933,0.111,Dip.ChironomidaeL
14,FEn17w12D10.9.tif,124.54,85,178.333,0.338,Dip.ChironomidaeL
15,FEn17w12D10.9.tif,158.052,140.98,190.171,0.22,Dip.ChironomidaeL
16,FEn17w12D10.9.tif,141.115,85.384,200.876,0.314,Dip.ChironomidaeL
17,FEn17w12D10.9.tif,170.535,124.299,206.447,0.448,Dip.ChironomidaeL
18,FEn17w12D10.9.tif,164.774,134.622,229.392,0.315,Dip.ChironomidaeL
19,FEn17w12D10.9.tif,166.17,107.069,246.315,0.197,Dip.ChironomidaeL
20,FEn17w12D10.9.tif,161.063,106.055,239.243,0.353,Dip.ChironomidaeL
21,FEn17w12D10.9.tif,172.916,123.565,208.808,0.197,Dip.ChironomidaeL
22,FEn17w12D10.9.tif,146.884,104.763,208.333,0.122,Od.Damselflies
23,FEn17w12D10.9.tif,154.332,134.281,201.667,0.177,Tri.Polycentropidae
1,FEn17w12D10.10.tif,159.966,95.351,250.643,0.344,Dip.ChironomidaeL
2,FEn17w12D10.10.tif,170.511,106.57,229.333,0.259,Dip.ChironomidaeL
3,FEn17w12D10.10.tif,193.496,119.958,253.671,0.271,Dip.ChironomidaeL
4,FEn17w12D10.10.tif,196.701,141.332,241.438,0.309,Dip.ChironomidaeL
5,FEn17w12D10.10.tif,158.105,120.65,177.664,0.09,Dip.ChironomidaeL
6,FEn17w12D10.10.tif,166.813,111.211,210.175,0.61,Dip.ChironomidaeL
7,FEn17w12D10.10.tif,156.694,120.157,202.5,0.264,Dip.ChironomidaeL
8,FEn17w12D10.10.tif,168.289,117.981,211.876,0.29,Dip.ChironomidaeL
9,FEn17w12D10.10.tif,141.574,90.14,178.8,0.395,Dip.ChironomidaeL
10,FEn17w12D10.10.tif,161.661,106.254,228.75,0.273,Dip.ChironomidaeL
11,FEn17w12D10.10.tif,128.631,91.291,203,0.338,Dip.ChironomidaeL
12,FEn17w12D10.10.tif,155.889,103.325,232.381,0.135,Dip.ChironomidaeL
13,FEn17w12D10.10.tif,156.685,109.624,186.172,0.125,Oligochaeta.misc
14,FEn17w12D10.10.tif,171.89,135.89,187.243,0.108,Od.Damselflies
